date,state,district,pincode,demo_age_5_17,demo_age_17_
05-12-2025,Jammu & Kashmir,Jammu,180005,0,1
10-11-2025,Jammu & Kashmir,Jammu,181205,0,1
10-11-2025,Jammu & Kashmir,Kathua,184144,0,1
06-11-2025,Jammu & Kashmir,Jammu,180001,0,1
07-11-2025,Jammu & Kashmir,Jammu,180002,0,1
13-11-2025,Jammu & Kashmir,Baramula,193101,0,1
13-11-2025,Jammu & Kashmir,Jammu,184121,0,1
14-11-2025,Jammu & Kashmir,Baramula,193101,0,1
14-11-2025,Jammu & Kashmir,Leh (ladakh),194101,0,1
26-12-2025,Jammu & Kashmir,Anantnag,192211,0,1
31-12-2025,Jammu & Kashmir,Jammu,180002,0,2
26-12-2025,Jammu & Kashmir,Rajauri,185152,0,1
23-12-2025,Jammu & Kashmir,Jammu,180015,0,1
23-12-2025,Jammu & Kashmir,Kathua,184101,0,4
15-11-2025,Jammu & Kashmir,Jammu,180005,0,1
15-11-2025,Jammu & Kashmir,Rajauri,185131,0,1
18-11-2025,Jammu & Kashmir,Kathua,184101,1,0
19-11-2025,Jammu & Kashmir,Baramula,193101,0,2
20-11-2025,Jammu & Kashmir,Kathua,184142,0,1
01-11-2025,Jammu & Kashmir,Jammu,181205,0,1
03-11-2025,Jammu & Kashmir,Anantnag,192125,0,1
03-11-2025,Jammu & Kashmir,Kathua,184101,0,1
26-11-2025,Jammu & Kashmir,Baramula,193301,0,1
30-10-2025,Jammu & Kashmir,Baramula,193303,0,1
30-10-2025,Jammu & Kashmir,Jammu,181121,0,1
27-11-2025,Jammu & Kashmir,Srinagar,190001,0,1
02-12-2025,Jammu & Kashmir,Baramula,193122,1,0
29-11-2025,Jammu & Kashmir,Jammu,180005,0,1
29-11-2025,Jammu & Kashmir,Leh (ladakh),194201,0,1
02-09-2025,Jammu & Kashmir,Jammu,180001,0,1
04-09-2025,Jammu & Kashmir,Jammu,180013,0,1
05-09-2025,Jammu & Kashmir,Jammu,181102,0,1
06-09-2025,Jammu & Kashmir,Baramula,193122,0,1
10-09-2025,Jammu & Kashmir,Jammu,181101,0,1
12-09-2025,Jammu & Kashmir,Jammu,180004,0,1
11-09-2025,Jammu & Kashmir,Jammu,180013,0,2
11-09-2025,Jammu & Kashmir,Jammu,181121,0,1
15-09-2025,Jammu & Kashmir,Jammu,180002,0,1
16-09-2025,Jammu & Kashmir,Baramula,193101,0,1
17-09-2025,Jammu & Kashmir,Jammu,180002,0,3
18-09-2025,Jammu & Kashmir,Kathua,184142,0,1
20-09-2025,Jammu & Kashmir,Jammu,180001,0,1
19-09-2025,Jammu & Kashmir,Rajauri,185151,0,1
15-10-2025,Jammu & Kashmir,Kupwara,193224,0,1
17-10-2025,Jammu & Kashmir,Jammu,180001,0,2
13-11-2025,Jammu & Kashmir,Jammu,180017,1,0
14-11-2025,Jammu & Kashmir,Jammu,181205,0,1
19-11-2025,Jammu & Kashmir,Leh (ladakh),194401,1,0
01-12-2025,Jammu & Kashmir,Jammu,180005,0,1
02-12-2025,Jammu & Kashmir,Rajauri,185131,0,1
05-12-2025,Jammu & Kashmir,Baramula,193301,0,1
05-12-2025,Jammu & Kashmir,Jammu,180016,0,1
07-12-2025,Jammu & Kashmir,Jammu,181102,0,1
07-12-2025,Jammu & Kashmir,Kathua,184141,0,1
09-12-2025,Jammu & Kashmir,Jammu,180007,0,1
15-12-2025,Jammu & Kashmir,Baramula,193101,0,1
26-10-2025,Jammu & Kashmir,Bandipur,193502,0,1
19-10-2025,Jammu & Kashmir,Jammu,180002,1,1
25-10-2025,Jammu & Kashmir,Srinagar,190006,0,1
29-10-2025,Jammu & Kashmir,Baramula,193122,0,1
04-11-2025,Jammu & Kashmir,Jammu,181123,0,1
03-11-2025,Jammu & Kashmir,Leh (ladakh),194101,0,0
06-11-2025,Jammu & Kashmir,Leh (ladakh),194201,0,0
07-11-2025,Jammu & Kashmir,Rajauri,185151,0,1
08-11-2025,Jammu & Kashmir,Jammu,181123,0,1
10-11-2025,Jammu & Kashmir,Anantnag,192125,0,1
10-11-2025,Jammu & Kashmir,Jammu,180002,0,1
25-11-2025,Jammu & Kashmir,Jammu,180005,0,1
27-11-2025,Jammu & Kashmir,Jammu,184120,0,1
29-12-2025,Jammu & Kashmir,Jammu,180004,0,1
18-12-2025,Jammu & Kashmir,Anantnag,192232,0,1
18-12-2025,Jammu & Kashmir,Baramula,193101,1,2
16-12-2025,Jammu & Kashmir,Baramula,193101,0,2
16-12-2025,Jammu & Kashmir,Kathua,184101,0,4
08-12-2025,Jammu & Kashmir,Baramula,193101,0,2
08-12-2025,Jammu & Kashmir,Jammu,180007,0,1
11-12-2025,Jammu & Kashmir,Baramula,193101,0,1
11-12-2025,Jammu & Kashmir,Jammu,180005,0,1
11-12-2025,Jammu & Kashmir,Jammu,180013,0,1
11-12-2025,Jammu & Kashmir,Jammu,181131,0,1
10-12-2025,Jammu & Kashmir,Srinagar,190010,0,1
28-12-2025,Jammu & Kashmir,Jammu,181203,0,1
23-12-2025,Jammu & Kashmir,Jammu,180011,0,1
22-12-2025,Jammu & Kashmir,Kathua,184101,0,1
17-12-2025,Jammu & Kashmir,Jammu,180004,0,1
26-12-2025,Jammu & Kashmir,Kathua,184101,0,1
04-12-2025,Jammu & Kashmir,Jammu,180002,0,1
05-12-2025,Jammu & Kashmir,Kathua,184143,0,1
05-12-2025,Jammu & Kashmir,Kathua,184202,0,1
06-12-2025,Jammu & Kashmir,Baramula,193101,0,1
06-12-2025,Jammu & Kashmir,Jammu,184120,0,1
06-12-2025,Jammu & Kashmir,Rajauri,185212,0,1
06-11-2025,Jammu & Kashmir,Jammu,180007,0,1
06-11-2025,Jammu & Kashmir,Kathua,184148,0,1
06-11-2025,Jammu & Kashmir,Srinagar,190006,0,1
07-11-2025,Jammu & Kashmir,Doda,182202,0,1
12-11-2025,Jammu & Kashmir,Jammu,180001,0,1
14-11-2025,Jammu & Kashmir,Jammu,180007,0,1
04-11-2025,Jammu & Kashmir,Leh (ladakh),194101,0,1
10-11-2025,Jammu & Kashmir,Jammu,180017,1,0
18-11-2025,Jammu & Kashmir,Jammu,180005,0,1
17-11-2025,Jammu & Kashmir,Baramula,193101,0,2
19-11-2025,Jammu & Kashmir,Kathua,184141,0,1
21-11-2025,Jammu & Kashmir,Jammu,181221,0,1
21-11-2025,Jammu & Kashmir,Kathua,184148,0,1
20-11-2025,Jammu & Kashmir,Jammu,180001,0,1
03-11-2025,Jammu & Kashmir,Baramula,193101,0,1
01-11-2025,Jammu & Kashmir,Baramula,193101,1,0
01-11-2025,Jammu & Kashmir,Jammu,184121,0,1
29-10-2025,Jammu & Kashmir,Baramula,193101,0,3
22-11-2025,Jammu & Kashmir,Baramula,193101,0,3
31-10-2025,Jammu & Kashmir,Jammu,180015,0,1
31-10-2025,Jammu & Kashmir,Jammu,181131,0,1
25-11-2025,Jammu & Kashmir,Baramula,193301,0,2
25-11-2025,Jammu & Kashmir,Jammu,181141,0,1
01-12-2025,Jammu & Kashmir,Pulwama,192301,0,1
24-11-2025,Jammu & Kashmir,Kathua,184101,0,1
26-11-2025,Jammu & Kashmir,Baramula,193101,0,1
27-11-2025,Jammu & Kashmir,Udhampur,182320,0,1
28-11-2025,Jammu & Kashmir,Jammu,180003,0,1
28-11-2025,Jammu & Kashmir,Jammu,180013,0,1
29-11-2025,Jammu & Kashmir,Baramula,193101,0,1
18-10-2025,Jammu & Kashmir,Jammu,180001,0,2
18-10-2025,Jammu & Kashmir,Jammu,180002,0,1
19-10-2025,Jammu & Kashmir,Kathua,184101,0,1
27-10-2025,Jammu & Kashmir,Srinagar,190001,0,1
26-10-2025,Jammu & Kashmir,Jammu,180013,0,1
25-10-2025,Jammu & Kashmir,Jammu,180002,0,1
04-11-2025,Jammu & Kashmir,Baramula,193101,0,1
05-11-2025,Jammu & Kashmir,Jammu,180001,0,1
08-11-2025,Jammu & Kashmir,Rajauri,185156,0,1
10-11-2025,Jammu & Kashmir,Kathua,184101,1,0
11-11-2025,Jammu & Kashmir,Srinagar,190006,0,1
18-11-2025,Jammu & Kashmir,Jammu,180002,0,1
02-12-2025,Jammu & Kashmir,Baramula,193201,1,0
02-12-2025,Jammu & Kashmir,Kathua,184148,0,1
03-12-2025,Jammu & Kashmir,Jammu,184120,0,1
05-12-2025,Jammu & Kashmir,Jammu,184120,0,1
07-12-2025,Jammu & Kashmir,Jammu,180002,0,1
07-12-2025,Jammu & Kashmir,Rajauri,185151,0,1
07-12-2025,Jammu & Kashmir,Srinagar,190011,0,1
01-09-2025,Jammu & Kashmir,Kupwara,193222,0,1
02-09-2025,Jammu & Kashmir,Baramula,193301,0,1
02-09-2025,Jammu & Kashmir,Kargil,194302,0,2
04-09-2025,Jammu & Kashmir,Jammu,180003,0,1
04-09-2025,Jammu & Kashmir,Jammu,181141,0,1
05-09-2025,Jammu & Kashmir,Jammu,180010,0,1
08-09-2025,Jammu & Kashmir,Anantnag,192202,0,1
08-09-2025,Jammu & Kashmir,Kargil,194301,0,1
11-09-2025,Jammu & Kashmir,Baramula,193101,1,1
13-09-2025,Jammu & Kashmir,Jammu,180001,0,1
17-09-2025,Jammu & Kashmir,Jammu,180001,0,1
19-09-2025,Jammu & Kashmir,Jammu,180007,0,1
19-09-2025,Jammu & Kashmir,Kathua,184101,0,3
12-12-2025,Jammu & Kashmir,Anantnag,192101,0,1
12-12-2025,Jammu & Kashmir,Jammu,181111,0,1
04-12-2025,Jammu & Kashmir,Baramula,193101,0,1
04-12-2025,Jammu & Kashmir,Jammu,180001,0,1
04-12-2025,Jammu & Kashmir,Kathua,184141,0,1
04-12-2025,Jammu & Kashmir,Kupwara,193225,0,1
04-12-2025,Jammu & Kashmir,Udhampur,184205,0,1
03-12-2025,Jammu & Kashmir,Jammu,180002,0,2
03-12-2025,Jammu & Kashmir,Rajauri,185131,0,1
06-11-2025,Jammu & Kashmir,Jammu,181131,0,1
05-11-2025,Jammu & Kashmir,Kupwara,193222,0,1
24-12-2025,Jammu & Kashmir,Doda,182203,0,1
27-12-2025,Jammu & Kashmir,Rajauri,185152,0,1
01-01-2026,Jammu & Kashmir,Jammu,181102,0,1
31-12-2025,Jammu & Kashmir,Jammu,181201,0,1
31-12-2025,Jammu & Kashmir,Rajauri,185155,0,1
23-12-2025,Jammu & Kashmir,Doda,182203,0,1
24-12-2025,Jammu & Kashmir,Jammu,180015,0,1
26-12-2025,Jammu & Kashmir,Doda,182201,0,1
27-12-2025,Jammu & Kashmir,Kargil,194302,0,1
27-11-2025,Jammu & Kashmir,Jammu,181141,0,1
09-12-2025,Jammu & Kashmir,Badgam,193411,0,1
25-11-2025,Jammu & Kashmir,Jammu,181132,0,1
18-12-2025,Jammu & Kashmir,Jammu,180013,0,1
18-12-2025,Jammu & Kashmir,Jammu,181221,0,1
19-12-2025,Jammu & Kashmir,Jammu,180002,0,1
20-12-2025,Jammu & Kashmir,Jammu,180004,0,2
16-12-2025,Jammu & Kashmir,Kathua,184151,0,1
17-12-2025,Jammu & Kashmir,Jammu,180010,0,1
08-12-2025,Jammu & Kashmir,Kupwara,193302,0,1
09-12-2025,Jammu & Kashmir,Jammu,180010,0,1
11-12-2025,Jammu & Kashmir,Jammu,181221,0,1
15-11-2025,Jammu & Kashmir,Jammu,181205,0,1
08-11-2025,Jammu & Kashmir,Jammu,180001,1,0
08-11-2025,Jammu & Kashmir,Jammu,180002,0,2
14-11-2025,Jammu & Kashmir,Jammu,181102,0,2
14-11-2025,Jammu & Kashmir,Jammu,184120,0,1
20-11-2025,Jammu & Kashmir,Baramula,193101,0,2
11-11-2025,Jammu & Kashmir,Jammu,180001,0,1
11-11-2025,Jammu & Kashmir,Punch,185111,0,1
12-11-2025,Jammu & Kashmir,Jammu,181102,0,1
12-11-2025,Jammu & Kashmir,Jammu,181121,0,1
18-11-2025,Jammu & Kashmir,Jammu,180001,0,1
18-11-2025,Jammu & Kashmir,Jammu,180012,0,2
18-11-2025,Jammu & Kashmir,Jammu,180013,0,1
03-11-2025,Jammu & Kashmir,Rajauri,185156,0,1
22-11-2025,Jammu & Kashmir,Jammu,180004,0,1
31-10-2025,Jammu & Kashmir,Badgam,190015,0,1
31-10-2025,Jammu & Kashmir,Jammu,181121,0,1
31-10-2025,Jammu & Kashmir,Kargil,194103,0,1
25-11-2025,Jammu & Kashmir,Jammu,180001,0,1
25-11-2025,Jammu & Kashmir,Jammu,180004,0,2
25-11-2025,Jammu & Kashmir,Jammu,180013,0,1
25-11-2025,Jammu & Kashmir,Jammu,181101,0,1
01-12-2025,Jammu & Kashmir,Baramula,193101,0,1
01-12-2025,Jammu & Kashmir,Jammu,180003,0,1
27-11-2025,Jammu & Kashmir,Jammu,180002,0,1
27-11-2025,Jammu & Kashmir,Jammu,180004,0,1
01-09-2025,Jammu & Kashmir,Baramula,193503,0,1
01-09-2025,Jammu & Kashmir,Kathua,184201,0,1
04-09-2025,Jammu & Kashmir,Baramula,193101,0,2
04-09-2025,Jammu & Kashmir,Leh (ladakh),194401,0,1
03-09-2025,Jammu & Kashmir,Badgam,190014,0,1
03-09-2025,Jammu & Kashmir,Baramula,193103,1,0
10-09-2025,Jammu & Kashmir,Jammu,180015,0,1
11-09-2025,Jammu & Kashmir,Baramula,193301,0,1
13-09-2025,Jammu & Kashmir,Badgam,190015,0,1
14-09-2025,Jammu & Kashmir,Srinagar,190001,0,1
16-09-2025,Jammu & Kashmir,Doda,182203,0,1
17-09-2025,Jammu & Kashmir,Kathua,184101,0,1
18-09-2025,Jammu & Kashmir,Kathua,184101,0,3
13-10-2025,Jammu & Kashmir,Baramula,193101,0,1
20-09-2025,Jammu & Kashmir,Doda,182204,0,1
20-09-2025,Jammu & Kashmir,Srinagar,190010,0,1
16-10-2025,Jammu & Kashmir,Baramula,193103,0,1
16-10-2025,Jammu & Kashmir,Jammu,180003,0,1
26-10-2025,Jammu & Kashmir,Baramula,193101,0,1
18-10-2025,Jammu & Kashmir,Jammu,180005,0,1
27-10-2025,Jammu & Kashmir,Jammu,181206,0,1
28-10-2025,Jammu & Kashmir,Baramula,193101,0,1
28-10-2025,Jammu & Kashmir,Kathua,184101,0,1
29-10-2025,Jammu & Kashmir,Jammu,184121,0,1
31-10-2025,Jammu & Kashmir,Leh (ladakh),194101,0,1
05-11-2025,Jammu & Kashmir,Jammu,181102,0,1
06-11-2025,Jammu & Kashmir,Kargil,194103,0,1
07-11-2025,Jammu & Kashmir,Jammu,184121,0,1
08-11-2025,Jammu & Kashmir,Jammu,181201,0,1
11-11-2025,Jammu & Kashmir,Kathua,184151,1,0
11-11-2025,Jammu & Kashmir,Rajauri,185155,0,1
17-11-2025,Jammu & Kashmir,Pulwama,192121,0,1
19-11-2025,Jammu & Kashmir,Jammu,180001,0,1
01-12-2025,Jammu & Kashmir,Srinagar,190001,0,1
02-12-2025,Jammu & Kashmir,Jammu,180013,0,1
02-12-2025,Jammu & Kashmir,Jammu,181101,0,1
02-12-2025,Jammu & Kashmir,Jammu,181221,0,1
04-12-2025,Jammu & Kashmir,Jammu,180004,0,1
05-12-2025,Jammu & Kashmir,Anantnag,192125,0,1
07-12-2025,Jammu & Kashmir,Baramula,193122,0,1
10-12-2025,Jammu & Kashmir,Jammu,180002,0,1
10-12-2025,Jammu & Kashmir,Jammu,184121,0,1
13-12-2025,Jammu & Kashmir,Anantnag,192212,0,1
13-12-2025,Jammu & Kashmir,Jammu,180001,0,1
14-12-2025,Jammu & Kashmir,Jammu,181205,0,1
16-12-2025,Jammu & Kashmir,Jammu,181132,0,1
27-11-2025,Jammu & Kashmir,Baramula,193301,0,1
22-12-2025,Jammu & Kashmir,Rajauri,185151,0,1
19-12-2025,Jammu & Kashmir,Jammu,180013,0,1
19-12-2025,Jammu & Kashmir,Jammu,181221,0,1
26-12-2025,Jammu & Kashmir,Jammu,180007,0,1
31-12-2025,Jammu & Kashmir,Kathua,184101,0,4
23-12-2025,Jammu & Kashmir,Jammu,181102,0,1
28-12-2025,Jammu & Kashmir,Jammu,184120,0,1
29-12-2025,Jammu & Kashmir,Jammu,180012,0,2
02-01-2026,Jammu & Kashmir,Jammu,180005,0,1
23-12-2025,Jammu & Kashmir,Jammu,180001,0,1
18-12-2025,Jammu & Kashmir,Kathua,184101,0,1
26-12-2025,Jammu & Kashmir,Jammu,181123,0,1
27-12-2025,Jammu & Kashmir,Kathua,184142,0,1
27-12-2025,Jammu & Kashmir,Punch,185101,0,1
22-12-2025,Jammu & Kashmir,Baramula,193201,0,1
22-12-2025,Jammu & Kashmir,Jammu,181102,0,1
22-12-2025,Jammu & Kashmir,Jammu,181133,0,1
13-12-2025,Jammu & Kashmir,Jammu,180002,0,1
17-12-2025,Jammu & Kashmir,Baramula,193101,0,1
10-12-2025,Jammu & Kashmir,Baramula,193101,0,2
11-12-2025,Jammu & Kashmir,Anantnag,192211,0,1
11-12-2025,Jammu & Kashmir,Srinagar,190003,0,1
09-12-2025,Jammu & Kashmir,Anantnag,192212,0,1
09-12-2025,Jammu & Kashmir,Baramula,193101,0,1
09-12-2025,Jammu & Kashmir,Jammu,181203,0,1
05-12-2025,Jammu & Kashmir,Baramula,193101,1,2
06-12-2025,Jammu & Kashmir,Jammu,180002,0,1
15-12-2025,Jammu & Kashmir,Kargil,194302,0,1
12-12-2025,Jammu & Kashmir,Jammu,181132,0,1
11-11-2025,Jammu & Kashmir,Baramula,193101,1,0
11-11-2025,Jammu & Kashmir,Jammu,180002,0,1
14-11-2025,Jammu & Kashmir,Jammu,181141,0,2
18-11-2025,Jammu & Kashmir,Jammu,180007,0,1
17-11-2025,Jammu & Kashmir,Jammu,181132,0,1
06-11-2025,Jammu & Kashmir,Baramula,193101,0,2
07-11-2025,Jammu & Kashmir,Baramula,193101,0,1
07-11-2025,Jammu & Kashmir,Doda,182204,1,0
07-11-2025,Jammu & Kashmir,Jammu,180004,0,1
15-11-2025,Jammu & Kashmir,Baramula,193101,0,1
15-11-2025,Jammu & Kashmir,Jammu,184120,0,1
20-11-2025,Jammu & Kashmir,Jammu,180010,0,1
01-11-2025,Jammu & Kashmir,Anantnag,192101,0,0
29-10-2025,Jammu & Kashmir,Srinagar,190002,0,1
03-11-2025,Jammu & Kashmir,Doda,182221,0,1
03-11-2025,Jammu & Kashmir,Jammu,181205,0,1
30-10-2025,Jammu & Kashmir,Baramula,193101,0,0
30-10-2025,Jammu & Kashmir,Jammu,180002,0,1
30-10-2025,Jammu & Kashmir,Jammu,184120,0,1
30-10-2025,Jammu & Kashmir,Leh (ladakh),194101,0,1
22-11-2025,Jammu & Kashmir,Jammu,184120,0,2
22-11-2025,Jammu & Kashmir,Kathua,184101,0,1
24-11-2025,Jammu & Kashmir,Jammu,184120,0,1
31-10-2025,Jammu & Kashmir,Jammu,181201,0,1
01-12-2025,Jammu & Kashmir,Jammu,184121,0,1
01-09-2025,Jammu & Kashmir,Jammu,180002,0,2
02-09-2025,Jammu & Kashmir,Baramula,193101,0,1
04-09-2025,Jammu & Kashmir,Jammu,180002,0,1
03-09-2025,Jammu & Kashmir,Kathua,184101,0,2
08-09-2025,Jammu & Kashmir,Jammu,180002,0,1
10-09-2025,Jammu & Kashmir,Kathua,184101,0,1
11-09-2025,Jammu & Kashmir,Jammu,181102,1,1
13-09-2025,Jammu & Kashmir,Jammu,181124,1,0
12-09-2025,Jammu & Kashmir,Jammu,180002,0,2
12-09-2025,Jammu & Kashmir,Jammu,181102,0,1
15-09-2025,Jammu & Kashmir,Punch,185101,0,1
18-09-2025,Jammu & Kashmir,Baramula,193101,0,2
19-09-2025,Jammu & Kashmir,Jammu,180001,1,3
13-10-2025,Jammu & Kashmir,Jammu,180002,0,2
13-10-2025,Jammu & Kashmir,Jammu,181123,0,1
20-09-2025,Jammu & Kashmir,Jammu,180004,0,1
20-09-2025,Jammu & Kashmir,Rajauri,185135,2,0
15-10-2025,Jammu & Kashmir,Baramula,193101,0,1
17-10-2025,Jammu & Kashmir,Kathua,184101,0,1
26-10-2025,Jammu & Kashmir,Kathua,184101,0,1
19-10-2025,Jammu & Kashmir,Anantnag,192124,0,1
19-10-2025,Jammu & Kashmir,Baramula,193101,0,2
19-10-2025,Jammu & Kashmir,Jammu,181143,0,1
27-10-2025,Jammu & Kashmir,Jammu,181111,1,0
31-10-2025,Jammu & Kashmir,Jammu,181133,0,1
03-11-2025,Jammu & Kashmir,Jammu,184120,0,1
18-10-2025,Jammu & Kashmir,Baramula,193503,0,1
18-10-2025,Jammu & Kashmir,Jammu,180004,0,1
18-10-2025,Jammu & Kashmir,Srinagar,190001,0,1
24-10-2025,Jammu & Kashmir,Leh (ladakh),194101,1,0
25-10-2025,Jammu & Kashmir,Baramula,193101,0,1
25-10-2025,Jammu & Kashmir,Baramula,193123,0,1
29-10-2025,Jammu & Kashmir,Kathua,184101,0,1
04-11-2025,Jammu & Kashmir,Jammu,181141,0,1
08-11-2025,Jammu & Kashmir,Baramula,193101,0,1
13-11-2025,Jammu & Kashmir,Jammu,180002,0,2
14-11-2025,Jammu & Kashmir,Doda,182204,1,0
15-11-2025,Jammu & Kashmir,Jammu,180001,0,1
15-11-2025,Jammu & Kashmir,Rajauri,185212,0,1
17-11-2025,Jammu & Kashmir,Jammu,184121,0,1
01-12-2025,Jammu & Kashmir,Jammu,180004,0,1
01-12-2025,Jammu & Kashmir,Kupwara,193222,0,1
06-11-2025,Jammu & Kashmir,Kathua,184101,0,1
06-11-2025,Jammu & Kashmir,Rajauri,185151,0,1
06-11-2025,Jammu & Kashmir,Rajauri,185156,0,1
08-11-2025,Jammu & Kashmir,Kathua,184101,0,1
04-11-2025,Jammu & Kashmir,Baramula,193201,0,1
04-11-2025,Jammu & Kashmir,Jammu,180002,0,2
04-11-2025,Jammu & Kashmir,Jammu,181221,0,1
11-11-2025,Jammu & Kashmir,Jammu,180004,0,1
11-11-2025,Jammu & Kashmir,Jammu,180013,0,1
12-11-2025,Jammu & Kashmir,Baramula,193101,0,2
12-11-2025,Jammu & Kashmir,Leh (ladakh),194401,1,0
13-11-2025,Jammu & Kashmir,Kathua,184101,0,1
14-11-2025,Jammu & Kashmir,Jammu,180001,0,1
14-11-2025,Jammu & Kashmir,Jammu,180010,0,1
15-11-2025,Jammu & Kashmir,Doda,182201,0,1
15-11-2025,Jammu & Kashmir,Pulwama,192121,0,1
16-11-2025,Jammu & Kashmir,Kargil,194302,0,1
25-12-2025,Jammu & Kashmir,Jammu,181133,0,1
26-12-2025,Jammu & Kashmir,Jammu,180015,0,1
29-12-2025,Jammu & Kashmir,Punch,185101,1,0
31-12-2025,Jammu & Kashmir,Srinagar,190011,0,1
27-11-2025,Jammu & Kashmir,Jammu,180001,0,1
28-11-2025,Jammu & Kashmir,Baramula,193101,0,1
24-12-2025,Jammu & Kashmir,Jammu,180004,0,1
12-12-2025,Jammu & Kashmir,Jammu,180013,0,1
12-12-2025,Jammu & Kashmir,Kupwara,193225,0,1
14-12-2025,Jammu & Kashmir,Baramula,193101,0,1
08-12-2025,Jammu & Kashmir,Jammu,181141,0,1
11-12-2025,Jammu & Kashmir,Rajauri,185153,0,1
23-12-2025,Jammu & Kashmir,Baramula,193101,0,1
23-12-2025,Jammu & Kashmir,Jammu,180004,0,2
24-12-2025,Jammu & Kashmir,Jammu,180001,0,1
27-12-2025,Jammu & Kashmir,Jammu,180002,0,1
13-12-2025,Jammu & Kashmir,Baramula,193101,0,1
17-12-2025,Jammu & Kashmir,Jammu,181133,0,1
17-12-2025,Jammu & Kashmir,Kathua,184101,0,2
08-12-2025,Jammu & Kashmir,Rajauri,185153,0,1
10-12-2025,Jammu & Kashmir,Jammu,180013,0,1
10-12-2025,Jammu & Kashmir,Jammu,181111,0,1
09-12-2025,Jammu & Kashmir,Kathua,184101,0,1
09-12-2025,Jammu & Kashmir,Kathua,184148,0,1
09-12-2025,Jammu & Kashmir,Kupwara,193222,0,1
11-12-2025,Jammu & Kashmir,Jammu,181205,0,2
11-12-2025,Jammu & Kashmir,Kupwara,193224,0,1
12-12-2025,Jammu & Kashmir,Rajauri,185155,0,1
05-12-2025,Jammu & Kashmir,Rajauri,185203,0,1
19-11-2025,Jammu & Kashmir,Kathua,184101,0,1
24-11-2025,Jammu & Kashmir,Jammu,180002,0,1
17-11-2025,Jammu & Kashmir,Baramula,193201,1,0
02-11-2025,Jammu & Kashmir,Jammu,180002,0,1
30-10-2025,Jammu & Kashmir,Jammu,181123,0,1
25-11-2025,Jammu & Kashmir,Baramula,193101,0,2
26-11-2025,Jammu & Kashmir,Jammu,181102,0,1
